CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,first_time_customer,order_dollar_amaout,num_items,age,web_order,total_transactions_to_date,billing_shipping_zip_equal,hour_of_day,Reported_as_fraud,rownum,lookup_id,NewShipToZip
Elaine Rivas          ,5403003142235411,321,?,25114 South Guadeloupe Ct.                                    ,Las Vegas             ,USA,126681,Devin@odio.us              ,Elaine *Rivas          ,492-685-9256,NV,64605,64114,Y,350.5,10,53.7,N,73,N,7,N,42555,2,89109
Karyn Keller          ,4485263205107592,719,?,52677  Cocos (Keeling) Islands St.                            ,Las Vegas             ,USA,634756,Jerry@arcu.us              ,Addison *Horn          ,756-534-4976,NV,38216,84802,N,192.1,20,106.2,N,74,N,7,N,69041,3,89106
Galvin Prince         ,4539959383337556,318,?,83759 West Guadeloupe Ct.                                     ,Las Vegas             ,USA,456890,Raja@massa.us              ,Galvin *Prince         ,639-869-3388,NV,72813,72749,Y,114.2,15,97,N,27,N,15,N,63844,1,89102
Kylee Joseph          ,374295890463353,1120,?,75665 West Poland Way                                         ,Las Vegas             ,USA,930769,Paki@lectus.com            ,Kylee *Joseph          ,776-516-6699,NV,5963,5816,Y,656.9,2,105.7,N,53,N,9,N,33049,2,89109
Arden Boyle           ,4485200590968253,723,?,12611 West Benin Ave.                                         ,Las Vegas             ,USA,779306,Garth@morbi.com            ,Roanna *Brown          ,220-726-0949,NV,91461,59991,N,755.9,18,74.2,N,30,N,7,Y,95139,3,89106
Gemma Stark           ,4916535066239872,618,?,97707 East Gold Beach Way                                     ,Las Vegas             ,USA,381979,Rana@Maecenas.gov          ,Gemma *Stark           ,891-223-1588,NV,7028,6993,N,49.7,5,35.6,Y,32,N,11,N,46907,1,89102
Raphael Strong        ,5228141541464001,1021,?,30391 East Bulgaria Blvd.                                     ,Las Vegas             ,USA,114066,Diana@pharetra.org         ,Raphael *Strong        ,157-513-4694,NV,36579,36233,N,953,15,66.8,Y,67,N,2,Y,42656,2,89109
Alexander Walker      ,5192067520203296,618,?,77928 North Hastings Blvd.                                    ,Las Vegas             ,USA,47551,Lane@habitant.us           ,Alexander *Walker      ,439-011-1877,NV,8518,8220,N,785.6,17,75.3,N,83,N,16,Y,57495,3,89106
Kelly Burks           ,6011093837259182,720,?,33294  Estonia Ave.                                           ,Las Vegas             ,USA,988275,Vanna@sit.org              ,Lunea *Guy             ,998-822-9777,NV,92682,88821,Y,273.9,12,66,Y,92,N,22,N,30319,1,89102
Dillon Henderson      ,5458058156041935,1021,?,13098  Chile St.                                              ,Las Vegas             ,USA,37029,Wayne@nascetur.edu         ,Dillon *Henderson      ,897-166-5409,NV,66467,66239,Y,71.1,13,101.4,Y,70,N,12,N,20672,2,89109
Kimberly Garcia       ,4532662354987493,918,?,61381  Zambia Ln.                                             ,Las Vegas             ,USA,586649,Aretha@neque.edu           ,Kimberly *Garcia       ,555-535-1260,NV,84211,83808,N,434.3,5,20.7,Y,25,N,6,N,35111,3,89106
Micah Bridges         ,5329723290150192,623,?,63115 North Keene St.                                         ,Las Vegas             ,USA,344224,Paula@Duis.net             ,Quail *Dudley          ,637-903-8639,NV,41200,43404,Y,687.1,5,10.3,N,2,N,9,Y,44538,1,89102
Jillian Moran         ,6011106889122130,320,?,39228  Cyprus Ave.                                            ,Las Vegas             ,USA,971617,Irene@Aliquam.gov          ,Cain *Gonzalez         ,579-132-6982,NV,9894,36924,N,453.8,5,102.7,Y,16,N,2,N,75920,2,89109
Howard Torres         ,4929400847196591,1020,?,81219  Fulton Ln.                                             ,Las Vegas             ,USA,612546,Chaney@commodo.org         ,Quyn *Lopez            ,488-290-0404,NV,54117,88881,Y,255.1,19,64,N,51,N,8,Y,99125,3,89106
Baxter Norton         ,5429538235650448,320,?,76083 South Bosnia and Herzegovina Ln.                        ,Las Vegas             ,USA,247763,Ila@accumsan.com           ,Erich *Richard         ,730-403-0194,NV,53177,77715,Y,769.3,15,14.7,Y,42,N,21,Y,25027,1,89102
Cheyenne Blackburn    ,349418596676449,322,?,71759 West Aruba Ln.                                          ,Las Vegas             ,USA,911455,Maggie@iaculis.gov         ,Cheyenne *Blackburn    ,182-794-5702,NV,17749,17484,Y,686.6,8,75.6,N,89,N,4,N,27916,2,89109
Carl Duncan           ,344258936903706,719,?,36899  United Kingdom Ln.                                     ,Las Vegas             ,USA,819674,Basil@varius.gov           ,Carl *Duncan           ,883-784-0829,NV,98516,98495,N,658,7,107.8,N,73,N,1,N,30589,3,89106
Hammett Cherry        ,4556246376525407,619,?,49090 East French Southern Territories Way                    ,Las Vegas             ,USA,491791,Regan@nisl.edu             ,August *Carney         ,315-893-3592,NV,88897,66782,N,21.1,2,11.4,Y,37,N,7,N,37051,1,89102
Justina Knapp         ,378199088184530,122,?,28662 North Czech Republic Ln.                                ,Las Vegas             ,USA,833375,Blossom@urna.us            ,Justina *Knapp         ,520-659-1886,NV,68237,68167,Y,808.2,15,53.7,Y,5,N,0,Y,13298,2,89109
Anastasia Rocha       ,5383753465612968,420,?,4637 East Luxembourg Ave.                                     ,Las Vegas             ,USA,108949,Leah@in.edu                ,Samson *Levine         ,362-878-6149,NV,84658,47311,Y,506.7,17,85.8,N,97,N,9,Y,97096,3,89106
Quamar Miranda        ,4485585945187496,518,?,59091 South Bentonville St.                                   ,Las Vegas             ,USA,635364,Raphael@nunc.net           ,Quamar *Miranda        ,424-395-0943,NV,81737,81245,N,277.2,20,62.7,Y,49,N,1,Y,53720,1,89102
Tobias Brady          ,5142350806735483,120,?,7044 East Fiji St.                                            ,Las Vegas             ,USA,242641,Ina@dolor.gov              ,Tobias *Brady          ,197-567-1739,NV,65720,65491,Y,952.3,11,29,Y,96,N,0,Y,93336,2,89109
Caesar George         ,4539515454152652,1121,?,34486 East Andorra St.                                        ,Las Vegas             ,USA,395610,Rama@gravida.net           ,Cleo *Herrera          ,564-548-8230,NV,4226,27913,N,741.7,11,21.6,Y,77,N,4,Y,66094,3,89106
Farrah Whitehead      ,4024007163999500,821,?,11668 North Cape Girardeau St.                                ,Las Vegas             ,USA,655786,Allistair@tempor.org       ,Farrah *Whitehead      ,230-252-2466,NV,70580,70430,Y,587.1,10,64.4,Y,84,N,15,N,21293,1,89102
Kelly Koch            ,374816147279670,719,?,79663 South Malaysia St.                                      ,Las Vegas             ,USA,913502,Blythe@molestie.us         ,Kelly *Koch            ,767-935-1424,NV,50947,50608,N,647.1,9,18.6,Y,12,N,0,Y,82131,2,89109
Logan Hunt            ,4716195115126034,1118,?,75993 West Fiji Ave.                                          ,Las Vegas             ,USA,582999,Jaden@justo.gov            ,Jesse *Mercer          ,238-665-2065,NV,9738,79094,N,472.1,17,21.4,N,2,N,0,Y,93644,3,89106
Adam Cantu            ,4485886800914010,722,?,50071 North Guam Way                                          ,Las Vegas             ,USA,512062,Bo@sem.net                 ,Channing *Ruiz         ,760-211-6632,NV,8190,96926,N,424.1,16,22.3,Y,25,N,10,N,66107,1,89102
Phillip Atkinson      ,5299326044772455,319,?,26888 West Venezuela Ave.                                     ,Las Vegas             ,USA,263035,Nayda@a.edu                ,Phillip *Atkinson      ,609-172-7315,NV,69955,69616,N,20.1,8,25.2,N,41,N,0,N,55506,2,89109
Vanna Whitney         ,4024007115029091,418,?,52945 North Anaconda St.                                      ,Las Vegas             ,USA,746072,Linus@odio.com             ,Plato *Stanley         ,672-404-7259,NV,77240,76211,Y,113.3,15,60.7,N,38,N,17,N,1839,3,89106
Fredericka Clarke     ,4295372613922250,1121,?,31718  Hot Springs Ln.                                        ,Las Vegas             ,USA,790823,Cherokee@Etiam.edu         ,Allen *Goodwin         ,553-461-9876,NV,8492,99059,Y,54.1,2,90.2,Y,80,N,9,N,95395,1,89102
Colton Gilbert        ,5176347201272152,919,?,68477 North Brockton St.                                      ,Las Vegas             ,USA,292740,Paula@eget.us              ,Colton *Gilbert        ,418-814-0218,NV,90321,90182,N,86,1,48.3,N,4,N,18,N,14974,2,89109
Leandra Hunt          ,5136112035340321,222,?,9737 North Botswana St.                                       ,Las Vegas             ,USA,22392,Alisa@ullamcorper.gov      ,Leandra *Hunt          ,037-872-0721,NV,2138,1674,Y,297.8,4,95.5,N,34,N,13,N,30619,3,89106
Marsden Chen          ,4539461892525698,1121,?,96588 South India Way                                         ,Las Vegas             ,USA,499049,Wynter@inceptos.edu        ,Marsden *Chen          ,110-465-7267,NV,61615,61342,Y,124.6,12,22.8,Y,78,N,12,Y,5082,1,89102
Melanie Peterson      ,4084568454769024,919,?,42241 North Algeria St.                                       ,Las Vegas             ,USA,476581,Wynne@quis.net             ,Melanie *Peterson      ,491-949-0505,NV,46099,45705,N,268.7,11,24.8,N,27,N,17,N,29730,2,89109
Marsden Craig         ,4916651708856971,1021,?,53267 West Fredericksburg Blvd.                               ,Las Vegas             ,USA,582657,Orlando@pulvinar.gov       ,Marsden *Craig         ,836-509-5695,NV,13109,12688,Y,460.2,3,78.9,Y,13,N,23,Y,69543,3,89106
Chester Sears         ,5579092529079425,721,?,77592 North Barbados Ln.                                      ,Las Vegas             ,USA,289560,Brady@dignissim.com        ,Chester *Sears         ,919-850-9394,NV,68650,68307,N,965.1,17,49.6,N,71,N,21,Y,63901,1,89102
Ezra Velez            ,4586623832185717,1222,?,78027 North Hannibal St.                                      ,Las Vegas             ,USA,528817,Roth@dolor.edu             ,Ezra *Velez            ,917-082-8522,NV,14739,14365,N,966.9,2,80,Y,20,N,12,Y,95942,2,89109
Grace Gross           ,6011905690829191,719,?,18636  Haiti Ln.                                              ,Las Vegas             ,USA,995755,Dominique@Morbi.gov        ,Grace *Gross           ,655-564-7097,NV,81949,81677,N,337.2,12,56.1,Y,74,N,7,N,24003,3,89106
Hunter Cummings       ,5230291837003397,221,?,16039  Bangladesh Way                                         ,Las Vegas             ,USA,286687,Chaney@ante.com            ,Hunter *Cummings       ,106-891-7324,NV,5577,5312,Y,949.7,18,62.9,Y,32,N,0,Y,61197,1,89102
Madeson Whitney       ,5435206527903543,918,?,83196 North Bermuda Ln.                                       ,Las Vegas             ,USA,267253,Leslie@Integer.net         ,Madeson *Whitney       ,010-610-6790,NV,69635,69198,Y,599.5,10,92.9,Y,99,N,17,N,55404,2,89109
Darius Morin          ,4916629892972408,1120,?,16061 West Cook Islands Ct.                                   ,Las Vegas             ,USA,556896,Shellie@rutrum.org         ,Kiara *Lawrence        ,280-984-0463,NV,87564,20304,N,437.5,8,64,Y,64,N,7,N,95757,3,89106
Brennan Lopez         ,4539187490290654,121,?,29065 South Greenland Blvd.                                   ,Las Vegas             ,USA,698369,Aquila@urna.gov            ,Sean *Simpson          ,653-857-4300,NV,53367,72813,N,128.8,12,60.9,Y,51,N,11,N,51156,1,89102
Harper Osborn         ,4556369223771220,221,?,88887 North Gulfport St.                                      ,Las Vegas             ,USA,748074,Trevor@Pellentesque.net    ,Nigel *Buck            ,232-268-8805,NV,90679,51114,N,633.6,6,27.9,N,94,N,16,N,48861,2,89109
Hashim Frye           ,4716682524702570,923,?,54482 South Austria Way                                       ,Las Vegas             ,USA,744765,Gisela@urna.org            ,Colt *Holman           ,832-997-4210,NV,11414,92651,N,377.8,2,92.3,Y,70,N,15,N,36339,3,89106
Blossom Powell        ,4716232896472475,922,?,19842 South Bandon St.                                        ,Las Vegas             ,USA,451223,Maxwell@Nullam.com         ,Ivy *Carr              ,738-331-0889,NV,27559,85447,N,248.4,14,69,N,67,N,16,N,1872,1,89102
Inez Schmidt          ,4485450036725599,419,?,66968 South Christmas Island Blvd.                            ,Las Vegas             ,USA,502166,Kermit@nisi.gov            ,Brady *Kane            ,486-285-2040,NV,4504,77972,Y,858.8,1,93,Y,3,N,3,Y,78731,2,89109
Briar Pollard         ,4532646585583643,1220,?,85535 West Antarctica Ln.                                     ,Las Vegas             ,USA,773925,Axel@Nulla.edu             ,Briar *Pollard         ,698-146-0651,NV,20890,20852,Y,298.1,19,66.7,N,57,N,13,Y,39110,3,89106
Adria Sawyer          ,4539866327288953,819,?,44413 East Canada Ave.                                        ,Las Vegas             ,USA,447372,Laura@mauris.us            ,Adria *Sawyer          ,891-101-2517,NV,85154,85117,Y,207.3,10,28.3,N,37,N,17,N,42233,1,89102
Bert Mercado          ,4485415817161546,321,?,897 West Pendleton Ct.                                        ,Las Vegas             ,USA,385983,Freya@cubilia.com          ,Bert *Mercado          ,059-580-3833,NV,20507,20314,N,83.6,4,14,Y,61,N,3,Y,68937,2,89109
Chiquita Maynard      ,4916744902410669,318,?,78724 North Wallis and Futuna Ave.                            ,Las Vegas             ,USA,567618,Lucius@tincidunt.edu       ,Chiquita *Maynard      ,050-858-7196,NV,48102,48070,Y,27.9,10,46.7,N,23,N,13,N,60151,3,89106
Chadwick Lopez        ,4539741448483264,320,?,1955 South Gabon Ct.                                          ,Las Vegas             ,USA,349194,Isaiah@massa.gov           ,Chadwick *Lopez        ,535-852-2378,NV,51445,51107,Y,163.9,3,93.5,Y,47,N,16,Y,86341,1,89102
Lyle Paul             ,4556459273453991,1023,?,647 West Czech Republic Ave.                                  ,Las Vegas             ,USA,779209,Jescie@tempor.org          ,Dolan *Massey          ,211-984-2281,NV,72260,70569,Y,896.4,3,41.3,N,71,N,0,N,14805,2,89109
Leigh Bradshaw        ,5146008865213174,321,?,48143  Del Rio Way                                            ,Las Vegas             ,USA,94162,Hollee@ac.org              ,Leigh *Bradshaw        ,217-443-7165,NV,77368,77245,N,173,3,15.9,Y,51,N,19,Y,77757,3,89106
Travis Downs          ,5122705438848653,121,?,71400 West Port Washington Ave.                               ,Las Vegas             ,USA,113614,Mira@nascetur.com          ,Travis *Downs          ,564-882-8959,NV,70418,70056,Y,109.9,5,91.7,Y,60,N,19,N,11550,1,89102
Justine Nguyen        ,371443093615683,1018,?,78125 West Colombia Ln.                                       ,Las Vegas             ,USA,876667,Rebekah@eros.org           ,Justine *Nguyen        ,318-286-5953,NV,15081,14981,N,811.2,13,78,N,33,N,12,N,41093,2,89109
Jakeem Watts          ,4916032704695772,422,?,"52068  Iran, Islamic Republic of Way                          ",Las Vegas             ,USA,430122,Hoyt@congue.com            ,Jakeem *Watts          ,671-907-2821,NV,53469,53208,N,824.5,15,41.8,N,38,N,23,Y,88304,3,89106
Erica Rivas           ,4929727449246808,221,?,55136 West Seychelles Blvd.                                   ,Las Vegas             ,USA,480767,Kalia@porta.net            ,Erica *Rivas           ,893-428-5411,NV,17405,17275,N,707.4,16,57.5,N,84,N,4,N,73641,1,89102
Michelle Ray          ,4929782549603762,1122,?,80202 North Malta St.                                         ,Las Vegas             ,USA,346995,Kaitlin@Cras.us            ,Michelle *Ray          ,516-624-1149,NV,60273,60261,N,561.9,3,109.8,N,2,N,9,N,69807,2,89109
Imani Hanson          ,341802140120152,322,?,47112 North Hamilton Blvd.                                    ,Las Vegas             ,USA,864380,Dale@rutrum.net            ,Imani *Hanson          ,702-224-5534,NV,24425,24393,Y,809.3,11,91,Y,62,N,22,Y,56666,3,89106
Rooney Little         ,5370061545842695,822,?,31829 West Albania St.                                        ,Las Vegas             ,USA,306994,Justine@consequat.org      ,Rooney *Little         ,572-810-9871,NV,17669,17625,N,284.7,16,19.4,Y,25,N,3,Y,86677,1,89102
Lucian Wall           ,4716515860369788,620,?,"98060 East Virgin Islands, British Way                        ",Las Vegas             ,USA,506371,Julie@ligula.edu           ,Lucian *Wall           ,579-161-3464,NV,69003,68538,Y,632.2,18,43.9,N,47,N,11,Y,90894,2,89109
